image_id,split,candidate_tiles,saved_tiles,saved_positive_tiles,saved_negative_tiles,source_boxes,elapsed_seconds,status
16653,train,25,22,20,2,53,0.033330915997794364,success
16654,train,25,16,14,2,17,0.029418082995107397,success
16655,train,25,13,11,2,20,0.024796500001684763,success
16656,train,25,6,4,2,4,0.023799458998837508,success
16657,train,25,4,2,2,1,0.021723166995798238,success
16658,train,25,23,21,2,52,0.033735208002326544,success
16659,train,25,21,19,2,38,0.031863167001574766,success
16660,test,25,25,8,17,3,0.03250320799998008,success
16661,val,25,25,3,22,2,0.032686334001482464,success
16662,train,25,14,12,2,12,0.027439541998319328,success
16663,train,25,22,20,2,44,0.0329308750006021,success
16664,train,25,24,22,2,47,0.033124624998890795,success
16665,train,25,21,19,2,21,0.0310023749989341,success
16666,val,25,25,1,24,1,0.031761708996782545,success
16667,train,25,3,1,2,1,0.021835457999259233,success
16668,test,25,25,8,17,7,0.03295037500356557,success
16669,train,25,18,16,2,16,0.02943674999551149,success
16670,train,25,23,21,2,41,0.032839250001416076,success
16671,train,25,16,14,2,10,0.029360124994127546,success
16672,train,25,21,19,2,24,0.03155954199610278,success
16673,val,25,25,7,18,4,0.033008624996000435,success
16674,test,25,25,16,9,18,0.03203633300290676,success
16675,train,25,24,22,2,34,0.03296062500157859,success
16676,train,25,13,11,2,8,0.02653308300068602,success
16677,train,25,15,13,2,9,0.028410083999915514,success
16678,train,25,8,6,2,4,0.05450908299826551,success
16679,train,25,21,19,2,42,0.03644237499975134,success
16680,train,25,21,19,2,25,0.03282054200099083,success
16681,val,25,25,9,16,7,0.03308124999603024,success
16682,train,25,11,9,2,7,0.025593208003556356,success
16683,train,25,9,7,2,5,0.02573991599638248,success
16684,test,25,25,5,20,3,0.033655999999609776,success
16685,train,25,20,18,2,13,0.031134709002799354,success
16686,train,25,6,4,2,4,0.022939208000025246,success
16687,train,25,11,9,2,5,0.025760292002814822,success
16688,train,25,6,4,2,2,0.023974125004315283,success
16689,train,25,7,5,2,5,0.023759457995765842,success
16690,train,25,8,6,2,5,0.023554667001008056,success
16691,train,25,16,14,2,12,0.029012207996856887,success
16692,train,25,20,18,2,20,0.03078458399977535,success
16693,val,25,25,20,5,24,0.03360037500533508,success
16694,val,25,25,1,24,1,0.033639332999882754,success
16695,train,25,22,20,2,27,0.03205287499440601,success
16696,train,25,9,7,2,5,0.025458124997385312,success
16697,val,25,25,2,23,2,0.03340912500425475,success
16698,train,25,12,10,2,6,0.027024125003663357,success
16699,train,25,16,14,2,11,0.028722666000248864,success
167,train,25,2,0,2,0,0.020558083000651095,success
16700,train,25,4,2,2,1,0.022291416993539315,success
16701,train,25,8,6,2,7,0.025290790996223222,success
16702,train,25,25,23,2,37,0.03280225000344217,success
16703,train,25,25,23,2,50,0.03454054099711357,success
16704,train,25,3,1,2,1,0.021011749995523132,success
16705,train,25,20,18,2,16,0.030916375006199814,success
16706,test,25,25,22,3,38,0.033029042002453934,success
16707,train,25,5,3,2,3,0.023061791005602572,success
16708,train,25,23,21,2,33,0.032955250004306436,success
16709,train,25,12,10,2,6,0.027220500000112224,success
16710,val,25,25,19,6,25,0.033090332995925564,success
16711,val,25,25,1,24,1,0.0333571250012028,success
16712,train,25,25,25,0,108,0.034864291999838315,success
16713,train,25,24,22,2,36,0.033079542001360096,success
16714,train,25,4,2,2,1,0.021777707996079698,success
16715,train,25,16,14,2,13,0.029222083001513965,success
16716,train,25,24,22,2,59,0.03312095800356474,success
16717,train,25,22,20,2,21,0.03146208399994066,success
16718,test,25,25,1,24,2,0.03298308400553651,success
16719,train,25,15,13,2,15,0.05229770800360711,success
16720,train,25,12,10,2,7,0.02592158399784239,success
16721,train,25,24,22,2,34,0.032457708002766594,success
16722,test,25,25,11,14,12,0.03218687499611406,success
16723,test,25,25,17,8,32,0.03297404199838638,success
16724,test,25,25,4,21,2,0.032913791001192294,success
16725,test,25,25,22,3,37,0.03248229200107744,success
16726,val,25,25,3,22,2,0.03130258400051389,success
16727,train,25,25,23,2,45,0.04521099999692524,success
16728,train,25,7,5,2,3,0.02396549999684794,success
16729,train,25,24,22,2,45,0.03191499999957159,success
16730,train,25,6,4,2,2,0.023184959005448036,success
16731,train,25,12,10,2,8,0.024199583000154234,success
16732,train,25,25,24,1,72,0.03452775000187103,success
16733,train,25,6,4,2,1,0.024093291998724453,success
16734,test,25,25,6,19,2,0.032814750004035886,success
16735,train,25,4,2,2,1,0.023590208002133295,success
16736,val,25,25,6,19,5,0.034574416997202206,success
16737,val,25,25,13,12,16,0.03407100000185892,success
16738,test,25,25,11,14,8,0.032936916999460664,success
16739,train,25,4,2,2,1,0.022448374998930376,success
16740,train,25,4,2,2,1,0.023096541997801978,success
16741,train,25,13,11,2,9,0.026500292005948722,success
16742,train,25,24,22,2,51,0.034684375001234,success
16743,train,25,4,2,2,2,0.023066000001563225,success
16744,val,25,25,21,4,39,0.03410949999670265,success
16745,val,25,25,6,19,2,0.03263650000008056,success
16746,train,25,14,12,2,10,0.028518917002656963,success
16747,train,25,18,16,2,18,0.030098208000708837,success
16748,test,25,25,10,15,12,0.03198920800059568,success
16749,train,25,23,21,2,46,0.032787541997095104,success
16750,train,25,24,22,2,37,0.03307095799391391,success
16751,train,25,25,24,1,46,0.03403716700267978,success
16752,train,25,22,20,2,48,0.03215833399735857,success
16753,train,25,3,1,2,1,0.021800082999106962,success
16754,val,25,25,22,3,27,0.033191832997545134,success
16755,train,25,9,7,2,8,0.025819000002229586,success
16756,train,25,11,9,2,9,0.05764904099487467,success
16757,train,25,20,18,2,18,0.03263245800189907,success
16758,val,25,25,18,7,19,0.0325468329974683,success
16759,test,25,25,19,6,35,0.03290995800489327,success
16760,val,25,25,4,21,1,0.03315383400331484,success
16761,train,25,14,12,2,14,0.027215333997446578,success
16762,val,25,25,22,3,40,0.0328699579986278,success
16763,test,25,25,25,0,98,0.03493104200606467,success
16764,train,25,23,21,2,28,0.03242287500324892,success
16765,train,25,13,11,2,10,0.02675591700244695,success
16766,train,25,22,20,2,53,0.03189579200261505,success
16767,train,25,4,2,2,1,0.022356374996888917,success
16768,train,25,8,6,2,3,0.0241265420045238,success
16769,train,25,24,22,2,40,0.03346324999438366,success
16770,train,25,4,2,2,1,0.021705040999222547,success
16771,train,25,4,2,2,1,0.022588040999835357,success
16772,train,25,23,21,2,31,0.03254687500157161,success
16773,train,25,24,22,2,45,0.03361883299658075,success
16774,test,25,25,13,12,12,0.0328846659976989,success
16775,train,25,22,20,2,43,0.032174083004065324,success
16776,test,25,25,9,16,8,0.032357625001168344,success
16777,train,25,22,20,2,49,0.03212274999532383,success
16778,train,25,24,22,2,33,0.03276012499554781,success
16779,train,25,5,3,2,2,0.023082083003828302,success
16780,val,25,25,12,13,15,0.03241170799446991,success
16781,val,25,25,19,6,23,0.033968458003073465,success
16782,train,25,5,3,2,2,0.02182770900253672,success
16783,train,25,23,21,2,42,0.03244954199908534,success
16784,train,25,21,19,2,36,0.03094816699740477,success
16785,train,25,14,12,2,12,0.027002249997167382,success
16786,test,25,25,21,4,17,0.033408875002351124,success
16787,train,25,16,14,2,16,0.028579999998328276,success
16788,train,25,22,20,2,21,0.03125312500196742,success
16789,train,25,15,13,2,9,0.02661354099836899,success
16790,train,25,11,9,2,6,0.027054334001149982,success
16791,train,25,15,13,2,7,0.02868904099887004,success
16792,train,25,20,18,2,18,0.031004457996459678,success
16793,train,25,14,12,2,12,0.052578832997824065,success
16794,val,25,25,12,13,8,0.03514233299938496,success
16795,val,25,25,1,24,1,0.03320266599621391,success
16796,train,25,10,8,2,8,0.02527962499880232,success
16797,test,25,25,14,11,13,0.033010625003953464,success
16798,test,25,25,4,21,5,0.032337166005163454,success
16799,test,25,25,21,4,25,0.032802458001242485,success
168,train,25,2,0,2,0,0.021306249996996485,success
16800,train,25,20,18,2,14,0.031031332997372374,success
16801,val,25,25,18,7,21,0.033350249999784864,success
16802,train,25,7,5,2,5,0.02496633300324902,success
16803,train,25,4,2,2,1,0.021940208003798034,success
16804,train,25,19,17,2,25,0.030755457999475766,success
16805,val,25,25,23,2,68,0.03423266699974192,success
16806,train,25,11,9,2,5,0.02642583299893886,success
16807,train,25,7,5,2,3,0.023669583999435417,success
16808,train,25,14,12,2,11,0.026666374993510544,success
16809,train,25,8,6,2,6,0.024554415998863988,success
16810,train,25,8,6,2,4,0.024789916998997796,success
16811,train,25,5,3,2,2,0.022345875004248228,success
16812,train,25,4,2,2,1,0.02212883299944224,success
16813,train,25,20,18,2,20,0.031514374997641426,success
16814,train,25,20,18,2,28,0.032531750002817716,success
16815,train,25,20,18,2,24,0.030862624997098465,success
16816,train,25,25,23,2,44,0.03326158400159329,success
16817,train,25,5,3,2,2,0.022800041995651554,success
16818,train,25,9,7,2,4,0.024888749998353887,success
16819,test,25,25,17,8,34,0.03353370900003938,success
16820,train,25,8,6,2,6,0.023676459000853356,success
16821,train,25,23,21,2,46,0.03130704200157197,success
16822,train,25,10,8,2,3,0.02603087500028778,success
16823,train,25,16,14,2,10,0.027223833996686153,success
16824,train,25,25,23,2,63,0.03420558300422272,success
16825,test,25,25,1,24,1,0.032666084000084084,success
16826,train,25,16,14,2,10,0.02871529199910583,success
16827,train,25,23,21,2,44,0.03267650000634603,success
16828,test,25,25,11,14,10,0.03378883299592417,success
16829,train,25,24,22,2,56,0.03302737500052899,success
16830,val,25,25,12,13,17,0.03443925000465242,success
16831,train,25,24,22,2,44,0.03238766700087581,success
16832,train,25,20,18,2,19,0.05857549999927869,success
16833,train,25,23,21,2,38,0.03251141699729487,success
16834,train,25,12,10,2,8,0.027105457993457094,success
16835,train,25,14,12,2,17,0.028430915997887496,success
16836,train,25,17,15,2,10,0.029358959000092,success
16837,train,25,16,14,2,15,0.028772124998795334,success
16838,test,25,25,14,11,18,0.03269341700070072,success
16839,train,25,20,18,2,18,0.030467583994322922,success
16840,train,25,10,8,2,3,0.025412041999516077,success
16841,test,25,25,21,4,20,0.03346099999907892,success
16842,train,25,3,1,2,1,0.022038167000573594,success
16843,train,25,22,20,2,37,0.03224124999542255,success
16844,train,25,9,7,2,4,0.024488499999279156,success
16845,train,25,3,1,2,1,0.02069524999387795,success
16846,val,25,25,14,11,10,0.033010166000167374,success
16847,train,25,24,22,2,49,0.034933374998217914,success
16848,train,25,16,14,2,18,0.030304874999274034,success
16849,train,25,6,4,2,3,0.02346145800402155,success
16850,test,25,25,10,15,7,0.034553500001493376,success
16851,test,25,25,21,4,36,0.03421920800610678,success
16852,val,25,25,4,21,1,0.03313420799531741,success
16853,train,25,23,21,2,33,0.03265162499883445,success
16854,train,25,19,17,2,13,0.0304191660034121,success
16855,train,25,3,1,2,1,0.021977958000206854,success
16856,train,25,5,3,2,2,0.022601125005166978,success
16857,train,25,24,22,2,51,0.03370079100568546,success
16858,train,25,9,7,2,3,0.0246218750035041,success
16859,train,25,8,6,2,4,0.024980916998174507,success
16860,test,25,25,16,9,16,0.03361416600091616,success
16861,train,25,18,16,2,38,0.028303707993472926,success
16862,val,25,25,9,16,6,0.033130540999991354,success
16863,test,25,25,11,14,6,0.033872250001877546,success
16864,train,25,5,3,2,2,0.02304395900137024,success
16865,train,25,4,2,2,1,0.0228942499961704,success
16866,train,25,8,6,2,4,0.024345500001800247,success
16867,train,25,23,21,2,54,0.03422883299936075,success
16868,train,25,6,4,2,3,0.023591459001181647,success
16869,train,25,24,22,2,35,0.033557624999957625,success
16870,train,25,25,24,1,59,0.033844583995232824,success
16871,train,25,22,20,2,29,0.0328717919983319,success
16872,train,25,12,10,2,13,0.04642191700258991,success
16873,train,25,5,3,2,2,0.02281033300096169,success
16874,train,25,9,7,2,4,0.02512758300144924,success
16875,val,25,25,21,4,31,0.03312079199531581,success
16876,train,25,6,4,2,2,0.023203958000522107,success
16877,train,25,5,3,2,2,0.022095374995842576,success
16878,train,25,20,18,2,16,0.030174041996360756,success
16879,train,25,23,21,2,40,0.03314620900346199,success
16880,val,25,25,22,3,30,0.0326750419990276,success
16881,train,25,24,22,2,53,0.03409220799949253,success
16882,train,25,9,7,2,3,0.022992292004346382,success
16883,train,25,12,10,2,6,0.02611333299864782,success
16884,train,25,24,22,2,48,0.03329883300466463,success
16885,train,25,21,19,2,22,0.03231154200329911,success
16886,train,25,9,7,2,4,0.02501749999646563,success
16887,train,25,16,14,2,16,0.029204042002675124,success
16888,test,25,25,5,20,3,0.03239962500083493,success
16889,train,25,5,3,2,2,0.022617374997935258,success
16890,train,25,3,1,2,1,0.020977375002985355,success
16891,train,25,24,22,2,29,0.034248874995682854,success
16892,train,25,15,13,2,12,0.028853125004388858,success
16893,train,25,23,21,2,46,0.03248729200277012,success
16894,train,25,5,3,2,2,0.022800667000410613,success
16895,val,25,25,6,19,5,0.032702541997423396,success
16896,test,25,25,6,19,4,0.03297549999842886,success
16897,train,25,25,23,2,52,0.033270708001509774,success
16898,val,25,25,6,19,5,0.03225220899912529,success
16899,val,25,25,16,9,17,0.03278820799459936,success
169,train,25,2,0,2,0,0.023177625000244007,success
16900,train,25,5,3,2,2,0.022469625000667293,success
16901,train,25,23,21,2,41,0.03234925000288058,success
16902,train,25,14,12,2,10,0.02821179199963808,success
16903,train,25,20,18,2,30,0.030520457999955397,success
16904,train,25,10,8,2,6,0.024954082997282967,success
16905,train,25,7,5,2,4,0.023593709003762342,success
16906,train,25,3,1,2,1,0.021656791999703273,success
16907,test,25,25,1,24,1,0.03300241700344486,success
16908,test,25,25,20,5,25,0.034053125003993046,success
16909,train,25,23,21,2,39,0.033145625006000046,success
16910,train,25,15,13,2,13,0.02935383399744751,success
16911,train,25,4,2,2,1,0.02249804200255312,success
16912,test,25,25,23,2,58,0.03424120899580885,success
16913,test,25,25,22,3,30,0.06161266699928092,success
16914,train,25,17,15,2,18,0.033856709000247065,success
16915,train,25,14,12,2,11,0.029038291999313515,success
16916,train,25,7,5,2,3,0.024927708000177518,success
16917,test,25,25,9,16,7,0.03379595799924573,success
16918,train,25,14,12,2,14,0.032248333998722956,success
16919,train,25,6,4,2,2,0.024849000001267996,success
16920,train,25,25,23,2,21,0.03388954199908767,success
16921,train,25,23,21,2,35,0.03378874999907566,success
16922,train,25,8,6,2,5,0.02483166699676076,success
16923,train,25,8,6,2,2,0.0247957920000772,success
16924,val,25,25,12,13,10,0.03531558400572976,success
16925,test,25,25,1,24,1,0.03431395799998427,success
16926,train,25,20,18,2,15,0.032804083995870315,success
16927,test,25,25,3,22,2,0.03352183400420472,success
16928,train,25,24,22,2,50,0.03401537500030827,success
16929,test,25,25,22,3,47,0.034505708994402084,success
16930,val,25,25,6,19,5,0.034796915999322664,success
16931,train,25,25,23,2,38,0.034958166994329076,success
16932,train,25,5,3,2,2,0.02359262500249315,success
16933,train,25,8,6,2,5,0.02454287499858765,success
16934,train,25,14,12,2,7,0.028731875005178154,success
16935,train,25,6,4,2,1,0.024037082999711856,success
16936,val,25,25,19,6,25,0.03488216599362204,success
16937,train,25,11,9,2,9,0.02685774999554269,success
16938,train,25,21,19,2,22,0.03393399999913527,success
16939,train,25,14,12,2,9,0.028684458004136104,success
16940,train,25,14,12,2,11,0.027711791000911035,success
16941,train,25,8,6,2,5,0.024987459000840317,success
16942,train,25,25,23,2,111,0.03683383300085552,success
16943,train,25,6,4,2,3,0.022526833003212232,success
16944,test,25,25,24,1,60,0.051210582998464815,success
16945,train,25,21,19,2,23,0.030864166998071596,success
16946,test,25,25,19,6,24,0.03384554199874401,success
16947,test,25,25,13,12,6,0.032815333994221874,success
16948,val,25,25,13,12,12,0.03285837500152411,success
16949,train,25,4,2,2,2,0.021673167000699323,success
16950,test,25,25,21,4,72,0.03536091700516408,success
16951,train,25,24,22,2,44,0.03234712499397574,success
16952,test,25,25,22,3,37,0.03351754199684365,success
16953,train,25,21,19,2,25,0.030992915999377146,success
16954,train,25,24,22,2,44,0.06157895799697144,success
16955,train,25,22,20,2,42,0.0339852500037523,success
16956,train,25,3,1,2,1,0.021466291000251658,success
16957,train,25,12,10,2,6,0.026331249995564576,success
16958,test,25,25,4,21,4,0.03244087499479065,success
16959,test,25,25,22,3,63,0.03361016699636821,success
16960,val,25,25,22,3,39,0.03284912500384962,success
16961,train,25,22,20,2,21,0.032172999999602325,success
16962,train,25,24,22,2,63,0.03355629200086696,success
16963,train,25,3,1,2,1,0.021486041994648986,success
16964,train,25,21,19,2,31,0.0324397499935003,success
16965,train,25,19,17,2,19,0.0302090000041062,success
16966,train,25,19,17,2,14,0.031863042000622954,success
16967,train,25,18,16,2,23,0.037281917000655085,success
16968,train,25,3,1,2,1,0.022558499993465375,success
16969,val,25,25,22,3,48,0.03642424999998184,success
16970,train,25,21,19,2,21,0.03276233300130116,success
16971,train,25,23,21,2,18,0.03294037500018021,success
16972,train,25,17,15,2,17,0.03049250000185566,success
16973,train,25,10,8,2,5,0.025749583001015708,success
16974,val,25,25,22,3,59,0.03450591699947836,success
16975,train,25,21,19,2,35,0.0317915829946287,success
16976,train,25,24,22,2,28,0.03313262500159908,success
16977,val,25,25,17,8,22,0.03307929199945647,success
16978,train,25,12,10,2,4,0.02668212500429945,success
16979,train,25,6,4,2,4,0.022721207998984028,success
16980,train,25,10,8,2,7,0.025438583004870452,success
16981,train,25,4,2,2,1,0.021753583998361137,success
16982,train,25,4,2,2,1,0.021821415997692384,success
16983,train,25,22,20,2,24,0.03199079200567212,success
16984,train,25,21,19,2,33,0.0313945829984732,success
16985,test,25,25,1,24,1,0.03338708299997961,success
16986,train,25,17,15,2,11,0.029301250004209578,success
16987,train,25,20,18,2,21,0.03157391699642176,success
16988,train,25,6,4,2,4,0.024822999999742024,success
16989,train,25,6,4,2,1,0.022987917000136804,success
16990,train,25,7,5,2,4,0.024694082996575162,success
16991,train,25,14,12,2,13,0.02789133300393587,success
16992,train,25,4,2,2,2,0.022106541000539437,success
16993,test,25,25,8,17,6,0.03303933399729431,success
16994,val,25,25,4,21,4,0.033557457994902506,success
16995,train,25,4,2,2,3,0.022878416995808948,success
16996,train,25,17,15,2,17,0.02817308300291188,success
16997,test,25,25,2,23,1,0.03237612499651732,success
16998,train,25,6,4,2,3,0.050341125002887566,success
16999,train,25,7,5,2,5,0.025268124998547137,success
17,train,25,2,0,2,0,0.021140333003131673,success
170,train,25,2,0,2,0,0.022842541002319194,success
17000,val,25,25,2,23,1,0.03206512500037206,success
17001,test,25,25,22,3,44,0.03446145899943076,success
17002,train,25,6,4,2,3,0.022723624999343883,success
17003,val,25,25,22,3,25,0.03264054199826205,success
17004,train,25,23,21,2,32,0.03200070899765706,success
17005,train,25,25,23,2,51,0.034548208001069725,success
17006,train,25,8,6,2,4,0.022235333002754487,success
17007,train,25,21,19,2,32,0.030733457999303937,success
17008,train,25,3,1,2,1,0.021548791002715006,success
17009,train,25,7,5,2,3,0.024295374998473562,success
17010,train,25,10,8,2,5,0.02664937500230735,success
17011,test,25,25,10,15,10,0.03283799999917392,success
17012,train,25,16,14,2,11,0.02883112499694107,success
17013,train,25,24,22,2,65,0.033988333998422604,success
17014,train,25,24,22,2,46,0.033358957996824756,success
17015,train,25,11,9,2,6,0.025750084001629148,success
17016,train,25,19,17,2,15,0.02942787500069244,success
17017,train,25,16,14,2,20,0.029181582998717204,success
17018,test,25,25,1,24,1,0.033117582999693695,success
17019,val,25,25,10,15,5,0.03218841699708719,success
17020,val,25,25,5,20,3,0.03204399999958696,success
17021,train,25,25,23,2,29,0.034429708000971004,success
17022,train,25,23,21,2,26,0.03202837500430178,success
17023,val,25,25,1,24,1,0.033619249996263534,success
17024,val,25,25,18,7,37,0.033758457997464575,success
17025,train,25,16,14,2,10,0.02971104199968977,success
17026,test,25,25,5,20,4,0.03409687500243308,success
17027,train,25,6,4,2,3,0.02361258300516056,success
17028,train,25,7,5,2,3,0.02425466600107029,success
17029,train,25,23,21,2,34,0.03280470900062937,success
17030,train,25,9,7,2,3,0.02484816699870862,success
17031,train,25,8,6,2,2,0.02374562499608146,success
17032,val,25,25,16,9,14,0.03293758400104707,success
17033,train,25,6,4,2,2,0.02446908300044015,success
17034,train,25,15,13,2,9,0.028649791995121632,success
17035,train,25,4,2,2,1,0.02286820799781708,success
17036,val,25,25,3,22,2,0.03308991700032493,success
17037,train,25,25,23,2,68,0.03479883300315123,success
17038,train,25,10,8,2,6,0.02591208299418213,success
17039,train,25,5,3,2,2,0.022540083999047056,success
17040,train,25,6,4,2,2,0.02288979199511232,success
17041,val,25,25,14,11,13,0.032994375003909227,success
17042,train,25,15,13,2,13,0.028802667002310045,success
17043,test,25,25,18,7,27,0.06471816699922783,success
17044,train,25,3,1,2,1,0.021619625003950205,success
17045,train,25,9,7,2,4,0.025304250004410278,success
17046,test,25,25,1,24,1,0.032560499996179715,success
17047,train,25,8,6,2,4,0.024803125001199078,success
17048,train,25,13,11,2,8,0.027019792003557086,success
17049,train,25,23,21,2,31,0.03297241600375855,success
17050,val,25,25,4,21,2,0.033321540999168064,success
17051,train,25,14,12,2,17,0.027141792001202703,success
17052,train,25,19,17,2,17,0.03095204099372495,success
17053,val,25,25,3,22,2,0.03314137499546632,success
17054,train,25,10,8,2,9,0.024663999996846542,success
17055,val,25,25,21,4,35,0.03334529200219549,success
17056,train,25,24,22,2,36,0.03353395800513681,success
17057,train,25,24,22,2,65,0.033899542002473027,success
17058,train,25,4,2,2,2,0.02263091700297082,success
17059,train,25,20,18,2,21,0.02973595799994655,success
17060,train,25,3,1,2,1,0.020906290999846533,success
17061,train,25,24,22,2,53,0.03383887500240235,success
17062,train,25,21,19,2,21,0.03169716700358549,success
17063,train,25,20,18,2,15,0.03020112499507377,success
17064,train,25,4,2,2,1,0.02207908400305314,success
17065,test,25,25,21,4,43,0.03331058299954748,success
17066,train,25,10,8,2,5,0.025793291999434587,success
17067,val,25,25,6,19,5,0.032263166998745874,success
17068,val,25,25,11,14,8,0.0334367499963264,success
17069,train,25,24,22,2,64,0.03414720899309032,success
17070,val,25,25,2,23,2,0.033547625003848225,success
17071,test,25,25,22,3,52,0.03266179199999897,success
17072,train,25,6,4,2,3,0.023201667005196214,success
17073,val,25,25,8,17,8,0.03328058299666736,success
17074,val,25,25,2,23,2,0.032441458002722356,success
17075,train,25,10,8,2,7,0.025454415997955948,success
17076,train,25,24,22,2,43,0.03242458299791906,success
17077,train,25,25,23,2,52,0.034296666002774145,success
17078,train,25,23,21,2,46,0.03244933300447883,success
17079,train,25,24,22,2,41,0.03193841699976474,success
17080,train,25,17,15,2,18,0.02916075000393903,success
17081,train,25,20,18,2,24,0.03212241599976551,success
17082,train,25,15,13,2,13,0.028120416995079722,success
17083,train,25,24,22,2,35,0.03264758300065296,success
17084,test,25,25,2,23,1,0.0586874579967116,success
17085,train,25,11,9,2,8,0.028075916998204775,success
17086,train,25,14,12,2,7,0.028018165998219047,success
17087,train,25,8,6,2,7,0.02493112500087591,success
17088,val,25,25,1,24,1,0.031876916997134686,success
17089,train,25,4,2,2,1,0.02353633299935609,success
17090,train,25,9,7,2,7,0.024971416001790203,success
17091,val,25,25,18,7,28,0.03332416700141039,success
17092,train,25,14,12,2,10,0.027333500001986977,success
17093,train,25,17,15,2,15,0.029964999994263053,success
17094,val,25,25,21,4,19,0.03329095899971435,success
17095,train,25,7,5,2,2,0.023204750003060326,success
17096,test,25,25,1,24,1,0.03273783299664501,success
17097,val,25,25,6,19,7,0.03327987500233576,success
17098,train,25,12,10,2,7,0.025920500003849156,success
17099,train,25,4,2,2,2,0.023119165998650715,success
171,train,25,2,0,2,0,0.023514792002970353,success
17100,train,25,5,3,2,2,0.023185750003904104,success
17101,train,25,11,9,2,8,0.02594416699866997,success
17102,train,25,8,6,2,3,0.024230916998931207,success
17103,val,25,25,22,3,48,0.033198832999914885,success
17104,train,25,21,19,2,47,0.032460500005981885,success
17105,val,25,25,6,19,2,0.03300091699929908,success
17106,train,25,5,3,2,2,0.023926083005790133,success
17107,train,25,8,6,2,3,0.024170625001715962,success
17108,train,25,25,24,1,81,0.035193124997022096,success
17109,train,25,25,23,2,28,0.03352629100118065,success
17110,train,25,22,20,2,18,0.03142216700507561,success
17111,test,25,25,21,4,28,0.033257959003094584,success
17112,train,25,5,3,2,3,0.023322833003476262,success
17113,train,25,13,11,2,9,0.027855542000907008,success
17114,train,25,25,24,1,225,0.03654116699908627,success
17115,val,25,25,12,13,9,0.032424083998193964,success
17116,train,25,14,12,2,10,0.027535167006135453,success
17117,train,25,23,21,2,44,0.03332120899722213,success
17118,val,25,25,14,11,16,0.032419957999081817,success
17119,test,25,25,1,24,1,0.03247524999460438,success
17120,train,25,19,17,2,21,0.031315458996687084,success
17121,train,25,6,4,2,2,0.02304625000397209,success
17122,test,25,25,5,20,3,0.03373920799640473,success
17123,train,25,6,4,2,2,0.023210584004118573,success
17124,test,25,25,13,12,17,0.06256679199577775,success
17125,val,25,25,23,2,86,0.03743445799773326,success
17126,test,25,25,11,14,8,0.03319287500198698,success
17127,train,25,10,8,2,6,0.025593500002287328,success
17128,train,25,9,7,2,5,0.024887790998036508,success
17129,train,25,10,8,2,5,0.024551791000703815,success
17130,train,25,25,24,1,96,0.0347153340044315,success
17131,train,25,18,16,2,20,0.029950790994917043,success
17132,train,25,7,5,2,4,0.02466741600073874,success
17133,train,25,17,15,2,23,0.029359000000113156,success
17134,train,25,12,10,2,11,0.027086084002803545,success
17135,test,25,25,2,23,2,0.03222762500081444,success
17136,train,25,4,2,2,3,0.022583917001611553,success
17137,test,25,25,21,4,37,0.03249520799727179,success
17138,train,25,23,21,2,64,0.03260170900466619,success
17139,train,25,16,14,2,14,0.028512583994597662,success
17140,val,25,25,19,6,28,0.03375866600254085,success
17141,train,25,14,12,2,8,0.028082457996788435,success
17142,train,25,10,8,2,6,0.02486404099909123,success
17143,train,25,19,17,2,21,0.03057700000499608,success
17144,train,25,5,3,2,3,0.022733541998604778,success
17145,train,25,17,15,2,18,0.029001583003264386,success
17146,train,25,24,22,2,46,0.04340370800491655,success
17147,train,25,10,8,2,7,0.02573304199904669,success
17148,test,25,25,18,7,22,0.03431941699818708,success
17149,test,25,25,9,16,8,0.034465249998902436,success
17150,test,25,25,20,5,42,0.03404399999999441,success
17151,val,25,25,7,18,6,0.03206720799789764,success
17152,test,25,25,4,21,2,0.033702666994940955,success
17153,train,25,14,12,2,10,0.027951165997365024,success
17154,train,25,17,15,2,23,0.029147082997951657,success
17155,train,25,23,21,2,37,0.03322033400036162,success
17156,train,25,22,20,2,31,0.03307979200326372,success
17157,train,25,20,18,2,23,0.03078783400269458,success
17158,val,25,25,2,23,1,0.03228862499963725,success
17159,train,25,3,1,2,1,0.03048500000295462,success
17160,train,25,22,20,2,35,0.035638749999634456,success
17161,train,25,18,16,2,33,0.030357124996953644,success
17162,train,25,10,8,2,8,0.02576250000129221,success
17163,train,25,6,4,2,1,0.023267000004125293,success
17164,train,25,24,22,2,59,0.0337418329945649,success
17165,train,25,21,19,2,19,0.03259299999626819,success
17166,train,25,6,4,2,3,0.022594040994590614,success
17167,train,25,16,14,2,18,0.028231832999153994,success
17168,train,25,20,18,2,38,0.03237150000495603,success
17169,train,25,25,23,2,142,0.035245207996922545,success
17170,test,25,25,7,18,6,0.032729042002756614,success
17171,train,25,6,4,2,3,0.02276312500180211,success
17172,test,25,25,22,3,37,0.034150457999203354,success
17173,train,25,25,23,2,30,0.03332224999758182,success
17174,train,25,17,15,2,17,0.033611708000535145,success
17175,train,25,8,6,2,4,0.02735962500446476,success
17176,test,25,25,18,7,16,0.03566058299475117,success
17177,train,25,13,11,2,6,0.031178208999335766,success
17178,train,25,24,22,2,36,0.033282584001426585,success
17179,train,25,23,21,2,45,0.0319209579974995,success
17180,train,25,21,19,2,38,0.03257099999609636,success
17181,val,25,25,10,15,8,0.03236645799916005,success
17182,train,25,20,18,2,18,0.0313542090007104,success
